Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2016,69434,1,1,1,15.8,1591,121.3,5,8
2014,56000,1,1,1,23.1,998,67.04,5,2.79
2017,49275,0,0,1,12.7,2179,187.7,5,45.64
2014,8700,1,1,1,18.6,1199,76.8,5,2.55
2014,18000,1,1,0,25.4,624,37.5,4,1
2017,41041,0,0,1,17.68,1968,174.33,5,37.56
2009,80464,0,0,0,11,2987,198.5,5,9.29
2019,20667,1,1,1,22,1197,81.8,5,6.37
2013,60283,1,1,1,14.6,1368,112,5,2.98
2017,31696,1,1,1,20.4,1197,81.8,5,5.75
2010,100000,0,1,1,11.5,2982,171,7,13
2014,13361,1,1,1,16.02,1373,93.7,7,6.8
2010,48394,1,0,1,12.05,1995,154,5,10.49
2014,47399,1,1,1,16.02,1373,93.7,7,5.6
2010,69000,1,0,0,16.8,1497,118,5,2.85
2013,65278,0,1,1,14.66,2199,194.3,7,8.36
2005,108000,0,1,1,17,1405,70,5,1
2010,50645,1,0,0,10.93,2497,204,5,10.75
2011,130002,0,1,1,19.3,1248,73.9,5,3.85
2012,107000,0,1,1,17.8,1399,67,5,3
2015,41950,1,0,1,18,1497,117.3,5,9.6
2012,109000,0,1,1,13,2982,168.5,7,13.25
2016,9000,1,1,1,18,1198,86.7,5,5.75
2014,43900,0,1,1,22.54,1396,88.73,5,6.75
2013,64000,0,1,0,18.2,1248,73.8,7,4.85
2019,13190,1,0,1,0,1950,181.43,5,38.99
2009,77652,1,0,1,12.6,1586,103.2,5,2.85
2012,55000,0,1,1,12.99,2494,100,7,9.51
2012,59900,0,0,0,18.48,1995,177,5,18.5
2015,73539,0,1,1,19.01,1461,108.45,5,6.75
2017,31645,0,0,1,20.68,1995,190,5,29.4
2009,69690,1,1,1,17.7,1497,78,5,3.29
2016,41000,0,1,1,28.09,1248,88.5,5,9.5
2010,109200,1,1,0,17.5,1298,85.8,5,2.2
2012,80000,0,1,1,15.1,2179,140,7,6.5
2007,51000,1,1,1,13.5,1799,130,5,4.9
2013,105000,0,1,0,25.47,1248,88.5,7,6.75
2013,179000,0,1,1,23.59,1364,67.04,5,3.8
2013,12100,1,0,1,9.9,1984,207.8,2,29.5
2017,31000,0,1,1,21.13,1498,108.4,5,10.5
2015,50000,0,1,1,20.14,1498,88.8,5,6.2
2009,48000,0,0,1,17,1896,105,5,5
2007,35000,0,1,1,19.2,1461,65,5,2.3
2016,100200,0,0,1,11.36,2755,171.5,7,17
2014,47000,0,0,1,18.88,1995,184,5,25.5
2015,63642,0,1,1,27.3,1498,98.6,5,5.65
2015,62550,0,1,1,25.8,1498,98.6,5,5.6
2015,37340,0,0,1,16.36,2179,187.7,5,29.98
2016,38461,0,1,1,26.59,1248,74,5,7.39
2018,29000,0,1,1,17.1,1956,170,5,19
2010,31000,1,1,1,12.5,1794,132,5,5
2011,42086,1,1,1,17,1497,118,5,3.35
2013,49000,1,1,1,18.6,1197,85.8,5,4.45
2019,77240,0,0,1,22.32,1582,126.32,5,8.31
2012,105000,0,1,0,15.96,2523,62.1,7,6
2014,35000,0,1,1,22.9,1248,74,5,5.25
2012,202082,0,0,1,17.68,1968,174.33,5,12.3
2004,129000,1,1,0,13.8,1299,70,5,1.5
2018,33558,0,1,1,20.14,1498,88,5,8.12
2012,60271,0,1,1,13.6,2523,63,7,6.12
2017,45366,0,1,1,25.1,1498,98.6,5,10.88
2014,9500,1,1,1,18.2,1199,82.5,5,3.5
2016,42362,1,1,1,18.6,1197,81.83,5,6.15
2016,21000,0,0,1,17.05,1995,184,5,33
2012,15200,0,0,1,15.06,1995,177,5,13.5
2015,43690,0,0,1,12.55,2982,168.5,7,17.11
2014,79926,0,0,1,11.33,4134,335.2,7,29.77
2013,53073,0,1,1,20.77,1248,88.76,7,5.95
2015,59000,1,1,1,18.5,1197,80,5,5.75
2006,47088,1,0,0,10.13,3498,364.9,5,19
2014,55000,0,1,1,20.45,1461,83.8,5,4.75
2013,80430,0,1,0,17.21,1493,100,7,3.3
2013,71932,0,0,1,12.55,2982,168.5,7,16.5
2014,19000,0,0,1,15.97,2993,258,7,44
2011,81759,0,1,1,19.3,1248,73.9,5,4.39
2018,52010,0,1,1,25.2,1248,74,5,6.2
2016,58953,1,0,1,13.53,1984,177.01,5,24.22
2008,93000,0,1,0,10.5,2835,107.2,6,5.45
2016,10000,0,0,1,16.36,2179,187.7,5,44
2019,40674,0,0,1,11.36,2755,171.5,7,24.82
2015,50000,0,0,1,19.3,1968,141,5,11.69
2018,1331,1,0,1,14.28,1798,138.03,5,20
2010,60000,1,1,1,19.7,796,35,8,1.45
2018,10003,0,0,1,17.9,2143,170,5,48.5
2016,25000,0,0,1,21.5,1498,108.5,5,9.45
2015,73000,0,1,1,16,2179,140,7,12.5
2014,59962,0,1,1,20.45,1461,83.8,5,6.9
2012,72000,0,1,0,22.32,1582,126.32,5,5.8
2016,20967,0,0,1,14.69,2993,258,5,44.56
2015,35000,0,1,0,15.4,2179,120,7,8.5
2017,38056,0,1,1,23.9,1582,126.2,5,10.7
2009,94000,0,0,0,12.07,2967,241.4,7,12
2010,64236,1,1,1,14.7,1150,76,5,2.44
2000,124000,0,1,1,13.6,2523,63,7,1.95
2014,7400,1,1,1,19.1,1197,82,5,4.35
2017,52000,0,1,1,13.68,2393,147.8,8,17.5
2015,68764,1,1,1,21.1,814,55.2,5,2.9
2013,64000,0,1,1,22.07,1199,73.9,5,2.9
2016,21558,0,1,1,24.3,1248,88.5,5,8.9
2013,37500,0,0,1,18.88,1995,184,5,16.75
2016,14077,1,1,1,21.1,814,55.2,5,3.95
2009,70000,1,1,1,17,1497,118,5,2.1
2011,54316,1,1,0,12.8,2354,177.6,5,4.29
2009,90764,0,1,1,14,2498,112,8,3.85
2009,137000,0,0,0,13.2,1995,170,5,9
2013,127000,1,1,0,16.8,1497,116.3,5,4.5
2016,51884,0,1,1,16,2179,140,7,12.46
2014,67407,0,1,1,21.27,1396,88.76,5,4.65
2014,107825,0,1,1,13,2982,168.5,7,20.5
2006,82453,0,1,1,13.6,2523,63,8,2.9
2007,30441,1,1,1,15.9,1298,85,5,1.45
2016,11000,0,0,1,20.7,1496,113.98,5,29.5
2015,61000,0,0,1,15.73,1968,174.33,5,25
2013,48454,1,1,0,17,1197,80,5,3.5
2017,37000,0,1,1,14.1,2179,154,7,11.25
2017,32249,0,1,1,21.9,1498,98.6,7,10.79
2013,58000,0,1,1,19.33,1968,138.03,5,5.9
2017,28360,1,1,1,19.1,1197,81.86,5,5.12
2017,7000,1,1,1,20.89,1197,81.8,5,5.7
2016,19658,0,0,1,18.12,1995,190,5,35.84
2007,92000,1,1,1,13.8,1299,70,5,1.25
2013,25000,1,1,1,20.36,1197,78.9,5,2.65
2016,37882,0,1,1,22.32,1582,126.3,5,9.19
2014,69330,0,0,1,16.07,1995,181,5,23.5
2011,61000,1,0,1,12.3,1796,185,5,12.5
2010,35000,1,1,0,18.6,1199,79.4,5,1.5
2012,72450,0,1,1,15.1,2179,140,7,8.1
2017,36381,0,1,1,28.09,1248,88.5,5,9.75
2017,25559,0,0,1,19.71,2143,201.15,5,37.93
2005,100000,1,0,0,16.4,1497,78,5,1.96
2015,94000,0,0,1,11.5,2982,169,7,20.5
2011,64357,1,1,1,24.07,998,67.1,5,2.75
2017,10501,1,0,1,9.43,1999,237.4,5,75
2009,47000,0,1,1,21.9,1396,90,5,2.8
2017,18000,1,0,1,16,1497,117.3,7,9.25
2007,89000,1,1,1,13.4,1794,125,5,3
2014,49964,0,0,1,17.68,1968,174.33,5,23.89
2014,35000,0,1,1,12.99,2494,100.6,7,12.75
2014,64000,0,1,1,24,1120,70,5,4.15
2013,36000,1,0,1,14.8,1598,105,5,4.65
2012,78600,0,1,1,12.8,2494,102,7,8.9
2008,170000,0,1,0,16.8,1493,110,5,1.5
2015,65000,0,1,0,23.2,1248,73.94,5,3.27
2008,120300,0,0,0,12.07,2967,241.4,7,18
2016,21000,1,1,1,18.6,1197,81.83,5,6.3
2017,18108,0,1,1,24.3,1248,88.5,5,11.31
2014,58407,1,1,1,17.4,1497,117.3,5,6.16
2014,49500,1,1,1,20.73,1373,91.1,5,6
2013,37199,1,0,1,17.5,1498,99.6,5,5.43
2012,62000,0,1,1,22.07,1199,73.9,5,4.65
2015,59000,0,1,1,20.77,1248,88.8,7,7.5
2015,60000,0,1,1,26.59,1248,74,5,6.25
2007,39037,0,0,1,14.84,2143,170,5,9.25
2013,17003,1,1,1,19.4,1198,86.8,5,3.15
2008,80400,1,1,1,16,1086,66.7,5,2.3
2012,75200,0,1,1,22.32,1582,126.32,5,5.25
2017,41217,0,1,1,28.09,1248,88.5,5,7.4
2006,98293,1,1,0,13.8,1299,70,5,1.55
2017,54000,1,1,0,16.2,1199,74,5,6
2016,17377,1,1,1,18.7,1199,88.7,5,5.9
2013,33800,0,1,0,25.8,1498,98.6,5,4.7
2015,86157,0,1,1,22.54,1396,88.73,5,6.5
2012,146824,0,1,1,21.1,1248,73.9,5,3.55
2014,55000,1,1,1,16.8,1497,116.3,5,7.1
2010,53293,1,1,1,13.14,1798,160,5,6
2017,38000,0,1,1,24.3,1248,88.5,5,7.99
2009,64000,1,1,0,17,1197,80,5,4.1
2017,25058,1,0,1,24.07,998,67.1,5,3.95
2016,36700,1,1,1,21.1,814,55.2,5,4.38
2011,35000,1,1,1,20.36,1197,78.9,5,2.75
2016,22732,1,0,1,18.1,3498,306,2,55.54
2014,48000,0,0,1,18.53,1968,187.74,5,29
2013,62084,0,1,1,22.77,1498,98.59,5,6.6
2012,39273,0,0,1,14.3,1968,140,5,6.99
2017,64798,0,1,1,13.68,2393,147.8,7,18.75
2010,100002,0,1,0,20,1399,68,5,1.28
2006,78000,1,1,0,14.49,1399,92.7,5,1.2
2013,57717,1,1,1,18.5,1197,85.8,5,4.31
2011,109000,0,0,1,12.39,2179,147.51,5,16.5
2017,74515,1,1,1,18.9,1197,82,5,5.64
2017,50484,0,0,1,10.91,3198,197.2,7,31.12
2013,13452,0,0,1,12.8,1968,167.6,5,25.46
2017,37688,1,1,1,17.01,1591,121.3,5,7.88
2017,34000,0,0,1,13,2143,204,5,36
2014,120000,0,0,1,0,2987,165,5,30
2008,64000,1,1,0,17.5,1298,85.8,5,2.85
2011,100000,1,1,1,13,1343,90,5,3.5
2014,75000,0,1,1,20.46,1461,83.8,5,7.5
2012,86000,0,0,1,14.84,2143,170,5,19
2015,69000,0,0,1,15.97,2993,258,5,54
2015,41721,1,1,1,19.1,1197,82,5,4.7
2017,13000,1,0,1,22,1197,81.8,5,8.5
2013,38998,0,0,1,16.07,1995,181,4,17
2017,54250,1,1,1,22.74,796,47.3,5,3.51
2013,45979,0,0,0,17.11,1968,174.33,5,19.5
2012,37000,1,0,0,13.6,1598,181,4,17
2015,46983,0,0,0,12.07,2967,241.4,7,43.35
2012,40700,0,1,1,25.44,936,57.6,5,2.65
2015,43828,1,1,1,20.51,998,67.04,5,3.52
2016,53000,0,1,1,19.01,1461,108.5,5,6.25
2015,100000,0,0,1,18.88,1995,184,5,24.75
2015,19000,1,1,1,20.85,1197,83.14,5,5.25
2016,84000,0,1,1,17.72,1968,108.5,5,11
2018,37630,1,0,1,15.63,1499,110.4,5,9.1
2010,67714,1,1,1,18.5,1197,80,5,3.25
2017,32000,0,1,1,15,1248,88.5,5,8.5
2010,51000,1,1,1,16.2,1599,103.2,5,3.1
2015,58390,0,0,1,18.88,1995,184,5,19.86
2017,14000,0,1,1,24,1186,73.97,5,4.9
2014,55818,1,1,0,17.4,1497,117.3,5,5.7
2012,52241,0,1,1,25.2,1248,74,5,2.9
2018,25433,0,1,1,27.39,1248,74,5,7.83
2015,40611,0,1,1,14,2179,138.1,7,8.15
2008,72000,1,1,0,13.2,1495,94,5,2
2016,54631,0,1,1,25.2,1248,74,5,6.25
2016,24941,1,0,1,21.9,624,37.48,4,3.19
2017,63939,0,1,1,25.47,1248,88.5,7,7.75
2014,35214,1,0,0,23.1,998,67.04,5,3.2
2015,63000,0,1,1,25.2,1248,74,5,4.9
2012,121377,1,1,1,15.04,1598,103.6,5,3.8
2009,100970,0,0,1,15.5,1896,105,5,4
2014,60000,0,0,0,20.7,1496,113.98,5,23.5
2008,77650,0,1,1,17.2,1396,53.5,5,1.15
2015,18955,1,0,1,18,1497,117.3,5,10.65
2016,47877,0,0,1,16.36,2179,187.7,5,35.68
2017,43368,0,0,1,15,2143,204,5,31.94
2011,73000,0,1,0,18.3,1991,147.9,5,4.2
2015,72007,0,1,1,15.1,2179,140,7,9.9
2014,56778,1,0,1,11.74,1796,186,5,15.46
2018,20024,1,1,1,18.2,1199,88.7,5,8.46
2013,42103,1,1,1,16.78,1496,88.73,5,3.25
2012,67147,1,1,1,19.7,796,46.3,5,2.6
2016,37806,1,1,1,20.4,1197,81.8,5,5.2
2009,85000,1,1,0,19,998,66.1,5,1.8
2011,35000,1,1,1,25.4,624,37.48,4,1.6
2015,72035,0,1,1,25.5,1498,99,5,2.5
2011,48500,1,1,1,16,1368,90,5,2.5
2017,28854,1,1,1,18.16,1196,86.8,5,6.7
2005,92450,1,1,1,15.4,1590,94,5,1.2
2016,14351,0,0,1,18.88,1995,184,5,35.55
2017,51087,0,1,1,17.9,1998,163.7,5,7.75
2005,50000,0,1,1,12.7,2609,116.6,8,1.94
2016,73000,0,1,1,25,1396,69,5,2.2
2011,60000,0,0,1,18.1,1991,147.9,4,3.8
2016,50000,0,1,1,12.8,2494,102,8,15.65
2018,36797,0,0,1,19.27,2143,167.62,5,39.47
2011,50000,1,1,0,18.5,1197,85.8,5,1.5
2013,94000,0,1,1,12.8,2494,102,8,8.85
2013,74000,0,1,0,12.55,2982,168.5,7,17.9
2014,41016,1,0,0,16.95,1197,78.9,5,5.08
2012,67000,0,1,1,22.32,1582,126.32,5,6.25
2015,76927,0,0,1,15.73,1968,174.33,5,22.75
2010,17088,1,1,1,18.6,1199,79.4,5,1.46
2007,112808,0,1,0,17.8,1399,68,5,2.05
2014,74980,0,1,1,20,1399,68,5,4.08
2014,44600,1,0,1,23.1,998,67.04,5,4.55
2013,37000,0,0,1,20,2143,107.3,5,14
2016,21000,1,1,1,15.8,1591,121.3,5,10.9
2010,81245,1,1,1,18.9,998,67.1,5,2.45
2013,70000,0,0,1,10,2148,170,5,15.8
2017,4018,1,1,1,18.88,1499,110.4,5,8.25
2013,70000,0,0,0,13.73,1995,148,5,8.5
2016,56532,0,1,1,16,2179,140,7,15.54
2013,26875,1,1,1,16.8,796,34.2,8,2.35
2015,72599,1,1,1,22.5,998,67.04,5,4.32
2008,205000,0,1,0,13.1,2499,141,7,3.9
2011,98000,0,1,0,22.32,1582,126.32,5,5.2
2018,19500,1,1,1,18.6,1197,81.83,5,5.85
2013,68000,1,1,0,16.02,1373,93.7,7,6.25
2019,19654,0,0,1,14,2179,155,7,17.63
2017,26000,0,1,1,23.65,1248,88.5,5,9.75
2015,10000,1,0,1,18.1,3498,306,2,55
2011,75020,0,1,1,22.07,1199,73.9,5,4.1
2011,157000,0,1,1,12.55,2982,168.5,7,11.99
2017,43773,0,1,1,16,2179,140,7,13.54
2016,21000,0,0,1,17.9,2143,201.15,5,56
2016,23280,1,1,1,18.7,1199,88.7,5,6.5
2013,88000,0,1,1,23.4,1248,74,5,4.75
2014,67000,1,1,1,17.01,1591,121.3,5,5.6
2017,59636,0,0,1,10.91,3198,197,7,29.2
2018,11000,1,1,1,18.6,1197,81.83,5,6.35
2013,60669,1,1,1,16.8,1497,116.3,5,4.95
2018,12000,0,1,1,27.4,1498,98.6,5,8.5
2013,35000,1,1,1,17.1,1591,121.3,5,4.5
2015,65000,0,1,1,24.2,1498,98.6,7,5.5
2013,39929,0,1,1,20.77,1248,88.8,7,6.56
2014,49000,1,1,1,24.07,998,67.1,5,2.3
2004,77757,0,1,0,13.1,2446,75,10,3.5
2016,21456,1,1,1,20.36,1197,78.9,5,4.55
2009,74000,0,0,0,17,1896,105,5,7.75
2015,37000,1,1,0,18.6,1197,81.83,5,5.25
2013,108640,0,0,1,11.5,2993,235,5,23.29
2016,38000,0,0,1,22.69,1995,190,5,23.99
2010,80000,1,1,1,14.49,1399,92.7,5,1.79
2011,47000,0,0,0,14.21,2143,203,5,13.9
2013,31000,0,0,1,17.68,1968,174.33,5,18.95
2014,40000,1,1,1,20.51,998,67.04,5,2.49
2016,4152,1,1,1,25.17,799,53.3,5,3.15
2017,51000,0,1,1,21.66,1498,108.62,5,6.45
2013,55000,0,1,1,22.07,1199,73.9,5,4.25
2014,58500,1,1,1,22.74,796,47.3,5,2.75
2017,58620,1,1,1,18.6,1197,81.83,5,7.14
2012,71172,1,1,0,17,1197,80,5,3.5
2017,12000,0,1,1,22.54,1396,88.73,5,7.3
2014,25000,1,1,1,20.51,998,67.04,5,2.75
2017,43000,0,1,0,22.54,1396,88.73,5,8.2
2015,57022,1,0,1,17.21,1197,103.6,5,6.51
2015,92000,0,1,1,20,1399,68.05,5,4.25
2014,33372,1,1,0,18.6,1197,85.8,5,6.21
2016,52625,0,1,1,24,1120,70,5,4.58
2016,215000,0,1,1,14.02,2179,118.3,7,7.5
2012,65537,1,1,1,26.83,796,38.4,5,2.1
2014,60138,1,1,1,19.81,1086,68.05,5,4.09
2014,84000,0,0,1,19.3,1968,141,5,10.75
2014,47000,0,0,1,15.97,2993,258,7,41.5
2014,33450,1,0,1,23.1,998,67.04,5,4.4
2013,125000,0,1,0,20.54,1598,103.6,5,6.25
2011,99606,0,0,0,16.07,1995,181,5,10.5
2014,64000,0,1,1,20.77,1248,88.8,7,7.25
2013,51000,0,1,1,20,1399,68.05,5,3.2
2014,57000,1,1,1,16.47,1198,74,5,3.95
2009,48040,0,0,0,16.77,2967,241.38,5,12.07
2017,43200,0,1,1,13.68,2393,147.8,7,18.6
2013,66000,0,0,1,22.32,1582,126.3,5,5.7
2013,31000,1,1,1,17.92,1086,62.1,5,1.75
2011,46000,0,0,0,16.55,1968,147.51,5,10.99
2012,47346,0,0,1,16.55,1968,147.51,5,14.5
2009,100000,0,1,1,17,1896,105,5,3.11
2015,63856,1,0,1,13.7,1997,153.86,5,13.96
2015,72996,0,1,1,22.32,1582,126.32,5,7.11
2014,23000,0,1,1,24.5,1498,98.6,7,6.9
2018,15985,1,1,1,18.6,1197,81.83,5,7.77
2011,98000,0,1,0,12.8,2494,102,8,5.5
2014,70089,1,1,1,18.6,1197,81.83,5,5.35
2011,99000,0,1,0,13.6,2523,63,7,4.5
2014,72000,0,1,1,20.34,1498,103.2,5,4.75
2015,44194,0,0,1,16.36,2179,187.7,5,32.8
2005,102000,1,1,1,17.3,993,60,5,0.7
2018,56652,0,0,1,13,2987,258,5,50.29
2010,41650,0,1,0,11.5,2982,171,7,10.99
2015,61717,1,0,1,18.9,1197,82,5,5.57
2018,25302,0,1,1,25.4,1186,73.97,5,5.9
2016,47016,1,1,1,15.29,1591,121.3,5,9.43
2010,69000,1,1,1,20.36,1197,78.9,5,2.9
2016,32700,1,1,1,19.4,1198,86.8,5,3.68
2015,101337,0,0,1,12.55,2982,168.5,7,21.67
2011,59000,0,0,1,16.55,1968,140,5,12.5
2018,41736,0,0,1,11.36,2755,171.5,7,19.92
2014,71649,0,1,1,25.1,1498,98.6,5,6.75
2015,80606,0,1,1,25.1,1498,98.6,5,6.96
2017,63262,1,1,1,21.7,999,67,5,3.25
2018,5456,0,1,1,28.4,1248,74,5,8.65
2017,7500,1,0,1,23.1,998,67.04,5,5
2011,66000,0,1,1,15.1,2179,140,7,5.5
2010,66770,1,1,0,20.36,1197,78.9,5,2.6
2014,58472,1,1,1,19.81,1086,68.05,5,3.41
2011,46687,1,1,1,22,1197,81.8,5,2.7
2008,77000,1,0,0,9.7,1995,163.5,5,5.5
2012,7000,1,0,1,14.33,1984,226.6,4,35
2011,48000,1,0,0,14.74,1991,184,5,9.75
2013,47000,0,1,1,21.64,1461,84.8,5,4.25
2015,51530,1,1,1,18.9,998,67.1,5,3.2
2014,25789,0,1,0,23.4,1248,74,5,6.85
2015,48000,0,1,1,25.8,1498,98.6,5,4.5
2012,52000,0,1,1,28.4,1248,74,5,3.55
2010,95637,1,1,0,13.2,1495,93.7,5,1.9
2008,131000,0,1,1,10.5,2609,120,7,3.6
2015,42076,0,0,1,13,2143,201.1,5,21.8
2012,76000,0,1,0,13,2982,168.5,7,13.5
2016,20487,1,1,1,22.7,799,53.64,5,2.66
2010,43000,1,1,0,16.8,1497,116.3,5,3.75
2018,17000,1,0,1,19.16,2494,158.2,5,32
2016,60805,0,1,1,26,1498,98.6,5,8.07
2012,58775,0,1,1,19.33,1968,138.1,5,5.64
2013,70181,0,0,1,17.68,1968,174.33,5,23.99
2016,85827,0,1,1,20.77,1248,88.76,7,7.5
2016,58205,0,0,1,19.27,2143,167.62,5,27
2008,91000,0,1,0,19.3,1248,73.9,5,2.85
2012,74000,0,1,1,19.01,1461,108.45,5,6.35
2010,79324,0,1,1,21.1,1248,73.9,5,3.3
2013,38623,1,1,1,19.1,1197,85.8,5,5
2014,59923,0,1,1,22.9,1248,74,5,6.46
2017,23360,1,1,1,21.1,814,55.2,5,3.75
2003,61495,1,1,0,17.3,993,60,5,1.52
2012,56661,1,1,1,15.1,1196,73,7,3.61
2017,40318,0,0,1,14.16,1968,174.3,5,43.74
2014,60000,0,0,1,15.73,1968,174.33,5,20
2010,130000,0,1,1,19.3,1248,73.9,5,3.65
2013,20000,0,1,1,14.07,1978,83.1,10,5.25
2016,76000,0,0,1,15.97,2993,258,7,58
2015,30000,1,0,1,18,1497,117.3,5,8.65
2015,150000,0,1,1,25,1396,69.01,5,2.5
2014,28000,1,0,1,16.93,1197,103.6,5,7.75
2015,74000,1,1,1,23.1,998,67.04,5,4.15
2011,75000,0,1,1,11.5,2982,171,7,10.85
2010,76000,1,0,0,11.3,2360,170,5,5.53
2014,64889,0,0,1,15.5,1896,105,5,11.5
2015,43000,0,1,1,19.67,1582,126.2,5,9.25
2011,47490,1,1,1,17.5,1198,75,5,2.29
2015,80000,0,1,1,22.77,1498,98.59,5,7
2007,60000,1,1,0,18.2,1061,64,5,1.65
2017,6006,1,1,1,20.73,1373,91.1,5,8.25
2011,71703,1,0,1,14.74,1991,181.03,5,9.14
2016,33000,1,1,1,17.8,1198,86.7,5,6.5
2015,91000,0,1,1,19.87,1461,83.8,5,5.75
2012,72000,1,1,1,26.2,998,58.2,5,2.85
2011,43000,1,1,0,16.47,1198,73.9,5,2.1
2017,63770,0,1,1,19.67,1582,126.2,5,13.55
2012,43510,0,0,1,14.74,2993,270.9,5,20.5
2017,52000,0,1,1,16.3,1956,170,5,20
2018,31427,0,0,1,15.68,1999,177,5,59.72
2016,29000,0,1,1,27.39,1248,74,5,6.5
2016,56000,0,1,1,28.09,1248,88.5,5,7.5
2007,76000,1,1,0,15,1586,104.68,5,2.15
2015,53615,0,1,1,22.7,1582,126.24,5,8.44
2013,132000,0,1,1,13.5,2477,175.56,7,12.49
2017,14800,1,1,1,17,1198,73.75,5,5.48
2013,35433,1,1,1,18.5,1197,85.8,5,4.2
2013,82966,0,1,1,16.8,1493,110,5,7.2
2014,96000,0,1,1,23.4,1248,74,5,4.8
2017,39528,0,1,1,25.32,1198,77,6,5.83
2018,92056,0,1,1,13.68,2393,147.8,7,18.39
2016,14930,1,1,1,21.4,1197,83.1,5,5.85
2016,38000,0,1,1,27.3,1498,98.6,5,6.21
2013,71000,1,1,1,17,1197,80,5,3.65
2012,71000,0,1,1,23,1396,90,5,3.7
2015,50000,0,0,1,19.27,2143,167.62,5,30
2016,48163,1,1,1,19.1,1197,82,5,4.85
2017,19168,1,0,1,18.9,1197,82,5,6.93
2016,26000,1,1,1,22.74,796,47.3,5,2.6
2014,37400,1,1,1,18.2,1199,82.5,5,1.89
2018,8682,0,0,1,0,1950,194,5,39.5
2012,95000,1,0,1,13.7,1798,157.75,5,10
2009,34000,0,0,1,16.55,1968,147.51,5,9.95
2014,95000,0,1,0,12.8,2494,102,8,9.45
2017,13689,0,0,1,17.9,2143,136,5,28.25
2008,84000,1,1,0,19.81,1086,68.05,5,1.8
2008,47000,1,1,0,17.5,1298,85.8,5,1.4
2015,60001,0,0,1,21.66,1498,103.52,5,7.25
2012,96000,0,1,1,21.1,1248,73.9,5,3.6
2004,47300,1,1,0,14.4,1599,94,5,1.2
2014,28246,1,1,0,17.8,1198,86.7,5,4.94
2007,65000,1,1,0,18.9,998,67.1,5,1.25
2013,68000,0,1,0,22.07,1199,73.9,5,4.8
2019,11209,0,0,1,12.62,2198,158,7,31.15
2011,41980,1,1,0,17,1197,80,5,3.3
2012,65000,0,1,1,25.44,936,57.6,5,2.4
2010,38000,1,1,1,14.8,1799,130.2,5,2
2014,51000,1,1,1,20.51,998,67.04,5,3.1
2014,33855,1,1,1,15,1598,103.6,5,5.09
2006,146000,1,1,0,15.4,1590,94,5,1.05
2015,47037,0,1,0,22.77,1498,98.59,5,7
2010,58000,1,1,0,13.2,1495,94,5,2.5
2012,61240,0,0,1,22.48,1995,190,5,17.5
2011,91211,1,1,1,20.92,998,67.1,5,2.1
2013,84000,0,0,1,15.73,1968,174.33,5,17.75
2008,64226,1,1,1,17.3,1061,57.5,5,1.45
2005,67000,1,0,0,11.3,1794,125,5,2.45
2011,106976,0,0,1,13.5,2400,215,5,13.8
2016,27210,0,1,1,27.3,1498,98.6,5,5.85
2017,26322,0,1,1,28.09,1248,88.5,5,8.9
2016,9107,1,1,1,20.4,1197,81.8,5,5.15
2015,63983,0,0,1,19.27,2143,170,5,16.56
2010,134000,1,1,0,18.9,1061,67,5,1.65
2015,11000,1,0,1,15.5,1595,120.7,5,16
2008,93000,1,1,1,0,1086,62,5,1.45
2017,24852,0,0,1,26.59,1248,74,5,8.08
2014,37632,1,0,1,18.9,1197,82,5,4.5
2013,55000,1,1,0,16.95,1498,97.7,5,4.3
2010,81448,1,1,1,19,998,66.1,5,2.6
2018,1900,1,1,1,25.17,799,53.3,5,4.45
2012,54957,1,0,1,17.1,1591,121.4,5,5.37
2008,55000,1,1,0,18.9,1061,67,5,1.75
2013,21983,0,0,1,18.88,1995,184,5,16.5
2013,76000,0,0,1,18.48,1995,177,5,19
2016,65000,0,1,1,25,1396,69.01,5,2.8
2015,26000,0,1,1,22.54,1396,88.73,5,6.2
2019,11571,1,1,1,16.8,796,34.2,8,3.8
2014,81000,0,1,1,25.2,1248,74,5,6.1
2019,23154,0,1,1,23,1498,98.96,5,11.65
2014,26856,1,0,1,16.5,1198,86.8,5,4.15
2017,67489,0,1,1,13.68,2393,147.8,7,16.5
2008,176000,0,1,0,10.5,2179,120,8,4.3
2010,18000,1,1,1,18.5,1197,80,5,2.25
2014,63003,0,1,1,22.32,1582,126.32,5,6.75
2014,80000,0,1,1,15.1,2179,140,7,9.4
2014,56658,0,1,1,20.64,1498,108.5,5,5.39
2019,18592,0,1,1,26.59,1248,74,5,8.51
2010,75695,1,1,1,13.7,1368,88.8,5,1.85
2012,82000,0,1,0,22.9,1248,74,5,2.5
2013,60000,0,1,1,22.07,1199,73.9,5,4.75
2009,138000,1,1,0,17,1497,118,5,3.5
2014,67000,0,1,1,23,1396,90,5,5.5
2012,42750,1,1,1,17,1497,118,5,6.33
2014,52398,0,1,1,25.44,936,57.6,5,2.47
2014,36657,1,1,1,16.2,995,62.1,5,3.3
2011,77000,0,1,0,11.57,2179,138.1,7,3.5
2014,85000,0,0,1,11.3,2987,254.8,7,38.75
2008,112500,0,0,1,11.5,2993,235,5,7.99
2013,105072,0,1,1,14.24,2755,174.5,7,13.28
2012,80000,1,0,1,11.25,1995,150,5,9.5
2019,3102,0,1,1,20.37,1461,108.45,5,14.01
2016,14656,0,1,1,24.4,1120,71,5,6.99
